msd_en	features_en	msd_sl	features_sl	types	tokens	examples
Vmep-dm	Verb Type=main Aspect=perfective VForm=participle Number=dual Gender=masculine	Ggdd-dm	glagol vrsta=glavni vid=dovršni oblika=deležnik število=dvojina spol=moški	4721	502122	prišla/priti, dobila/dobiti, začela/začeti, srečala/srečati, odločila/odločiti
Vmep-df	Verb Type=main Aspect=perfective VForm=participle Number=dual Gender=feminine	Ggdd-dz	glagol vrsta=glavni vid=dovršni oblika=deležnik število=dvojina spol=ženski	4695	38053	dogovorili/dogovoriti, pomerili/pomeriti, izšli/iziti, začeli/začeti, pripravili/pripraviti
Vmep-dn	Verb Type=main Aspect=perfective VForm=participle Number=dual Gender=neuter	Ggdd-ds	glagol vrsta=glavni vid=dovršni oblika=deležnik število=dvojina spol=srednji	4695		zvrtinčili/zvrtinčiti, zvrteli/zvrteti, zvrtali/zvrtati, zvrstili/zvrstiti, zvrnili/zvrniti
Vmer1s	Verb Type=main Aspect=perfective VForm=present Person=first Number=singular	Ggdspe	glagol vrsta=glavni vid=dovršni oblika=sedanjik oseba=prva število=ednina	4903	767976	prodam/prodati, rečem/reči, povem/povedati, spomnim/spomniti, kupim/kupiti
Vmer1p	Verb Type=main Aspect=perfective VForm=present Person=first Number=plural	Ggdspm	glagol vrsta=glavni vid=dovršni oblika=sedanjik oseba=prva število=množina	4962	1916048	dodamo/dodati, najdemo/najti, dobimo/dobiti, prodamo/prodati, pustimo/pustiti
Vmer1d	Verb Type=main Aspect=perfective VForm=present Person=first Number=dual	Ggdspd	glagol vrsta=glavni vid=dovršni oblika=sedanjik oseba=prva število=dvojina	4873	28878	prideva/priti, pustiva/pustiti, vrneva/vrniti, pogovoriva/pogovoriti, narediva/narediti
Vmer2s	Verb Type=main Aspect=perfective VForm=present Person=second Number=singular	Ggdsde	glagol vrsta=glavni vid=dovršni oblika=sedanjik oseba=druga število=ednina	4903	287544	dobiš/dobiti, prideš/priti, daš/dati, najdeš/najti, narediš/narediti
Vmer2p	Verb Type=main Aspect=perfective VForm=present Person=second Number=plural	Ggdsdm	glagol vrsta=glavni vid=dovršni oblika=sedanjik oseba=druga število=množina	4905	637784	dobite/dobiti, najdete/najti, ogledate/ogledati, spomnite/spomniti, kupite/kupiti
Vmer2d	Verb Type=main Aspect=perfective VForm=present Person=second Number=dual	Ggdsdd	glagol vrsta=glavni vid=dovršni oblika=sedanjik oseba=druga število=dvojina	4884	3474	najdeta/najti, znajdeta/znajti, srečata/srečati, odideta/oditi, naredita/narediti
Vmer3s	Verb Type=main Aspect=perfective VForm=present Person=third Number=singular	Ggdste	glagol vrsta=glavni vid=dovršni oblika=sedanjik oseba=tretja število=ednina	5237	5013523	pride/priti, da/dati, začne/začeti, zgodi/zgoditi, pove/povedati
Vmer3p	Verb Type=main Aspect=perfective VForm=present Person=third Number=plural	Ggdstm	glagol vrsta=glavni vid=dovršni oblika=sedanjik oseba=tretja število=množina	5097	2092130	pridejo/priti, dobijo/dobiti, začnejo/začeti, postanejo/postati, dajo/dati
Vmer3d	Verb Type=main Aspect=perfective VForm=present Person=third Number=dual	Ggdstd	glagol vrsta=glavni vid=dovršni oblika=sedanjik oseba=tretja število=dvojina	4906	165798	prideta/priti, srečata/srečati, začneta/začeti, postaneta/postati, ostaneta/ostati
Vmem1p	Verb Type=main Aspect=perfective VForm=imperative Person=first Number=plural	Ggdvpm	glagol vrsta=glavni vid=dovršni oblika=velelnik oseba=prva število=množina	4791	342693	denimo/deti, recimo/reči, poglejmo/pogledati, spomnimo/spomniti, dajmo/dati
Vmem1d	Verb Type=main Aspect=perfective VForm=imperative Person=first Number=dual	Ggdvpd	glagol vrsta=glavni vid=dovršni oblika=velelnik oseba=prva število=dvojina	4788	4985	vrniva/vrniti, reciva/reči, dajva/dati, poglejva/pogledati, začniva/začeti
Vmem2s	Verb Type=main Aspect=perfective VForm=imperative Person=second Number=singular	Ggdvde	glagol vrsta=glavni vid=dovršni oblika=velelnik oseba=druga število=ednina	4820	253615	daj/dati, pošlji/poslati, poglej/pogledati, povej/povedati, natisni/natisniti
Vmem2p	Verb Type=main Aspect=perfective VForm=imperative Person=second Number=plural	Ggdvdm	glagol vrsta=glavni vid=dovršni oblika=velelnik oseba=druga število=množina	4852	973908	poglejte/pogledati, pošljite/poslati, pozabite/pozabiti, preberite/prebrati, dajte/dati
Vmem2d	Verb Type=main Aspect=perfective VForm=imperative Person=second Number=dual	Ggdvdd	glagol vrsta=glavni vid=dovršni oblika=velelnik oseba=druga število=dvojina	4788	3929	pridita/priti, poglejta/pogledati, dajta/dati, povejta/povedati, vzemita/vzeti
Vmpn	Verb Type=main Aspect=progressive VForm=infinitive	Ggnn	glagol vrsta=glavni vid=nedovršni oblika=nedoločnik	3528	3104341	imeti, vedeti, delati, govoriti, pričakovati
Vmpu	Verb Type=main Aspect=progressive VForm=supine	Ggnm	glagol vrsta=glavni vid=nedovršni oblika=namenilnik	3368	181512	delat/delati, gledat/gledati, spat/spati, iskat/iskati, igrat/igrati
Vmpp-sm	Verb Type=main Aspect=progressive VForm=participle Number=singular Gender=masculine	Ggnd-em	glagol vrsta=glavni vid=nedovršni oblika=deležnik število=ednina spol=moški	3618	4814855	imel/imeti, moral/morati, igral/igrati, mogel/moči, hotel/hoteti
Vmpp-sf	Verb Type=main Aspect=progressive VForm=participle Number=singular Gender=feminine	Ggnd-ez	glagol vrsta=glavni vid=nedovršni oblika=deležnik število=ednina spol=ženski	3497	2943657	imela/imeti, morala/morati, mogla/moči, potekala/potekati, želela/želeti
Vmpp-sn	Verb Type=main Aspect=progressive VForm=participle Number=singular Gender=neuter	Ggnd-es	glagol vrsta=glavni vid=nedovršni oblika=deležnik število=ednina spol=srednji	3393	1123931	zdelo/zdeti, moralo/morati, imelo/imeti, dogajalo/dogajati, potekalo/potekati
Vmpp-pm	Verb Type=main Aspect=progressive VForm=participle Number=plural Gender=masculine	Ggnd-mm	glagol vrsta=glavni vid=nedovršni oblika=deležnik število=množina spol=moški	3529	4571083	imeli/imeti, morali/morati, želeli/želeti, mogli/moči, igrali/igrati
Vmpp-pf	Verb Type=main Aspect=progressive VForm=participle Number=plural Gender=feminine	Ggnd-mz	glagol vrsta=glavni vid=nedovršni oblika=deležnik število=množina spol=ženski	3388	632939	imele/imeti, morale/morati, potekale/potekati, bile/biti, sledile/slediti
Vmpp-pn	Verb Type=main Aspect=progressive VForm=participle Number=plural Gender=neuter	Ggnd-ms	glagol vrsta=glavni vid=nedovršni oblika=deležnik število=množina spol=srednji	3375	26549	sledila/slediti, imela/imeti, morala/morati, stala/stati, potekala/potekati
Vmpp-dm	Verb Type=main Aspect=progressive VForm=participle Number=dual Gender=masculine	Ggnd-dm	glagol vrsta=glavni vid=nedovršni oblika=deležnik število=dvojina spol=moški	3380	253536	imela/imeti, morala/morati, igrala/igrati, pogovarjala/pogovarjati, sodelovala/sodelovati
Vmpp-df	Verb Type=main Aspect=progressive VForm=participle Number=dual Gender=feminine	Ggnd-dz	glagol vrsta=glavni vid=nedovršni oblika=deležnik število=dvojina spol=ženski	3374	24978	imeli/imeti, morali/morati, bili/biti, sledili/slediti, igrali/igrati
Vmpp-dn	Verb Type=main Aspect=progressive VForm=participle Number=dual Gender=neuter	Ggnd-ds	glagol vrsta=glavni vid=nedovršni oblika=deležnik število=dvojina spol=srednji	3374		zvrščali/zvrščati, žvrkljali/žvrkljati, žvrgoleli/žvrgoleti, zvrgavali/zvrgavati, zvonili/zvoniti
Vmpr1s	Verb Type=main Aspect=progressive VForm=present Person=first Number=singular	Ggnspe	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=prva število=ednina	3658	2100706	vem/vedeti, mislim/misliti, upam/upati, moram/morati, želim/želeti
Vmpr1s-n	Verb Type=main Aspect=progressive VForm=present Person=first Number=singular Negative=no	Ggnspe-n	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=prva število=ednina nikalnost=nezanikani	6	194557	imam/imeti, hočem/hoteti, mam/meti, mam/imeti, hočm/hoteti
Vmpr1s-y	Verb Type=main Aspect=progressive VForm=present Person=first Number=singular Negative=yes	Ggnspe-d	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=prva število=ednina nikalnost=zanikani	5	75218	nimam/imeti, nočem/hoteti, neman/imeti, nocm/hoteti, niam/imeti
Vmpr1p	Verb Type=main Aspect=progressive VForm=present Person=first Number=plural	Ggnspm	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=prva število=množina	3604	2344963	moramo/morati, želimo/želeti, vemo/vedeti, moremo/moči, potrebujemo/potrebovati
Vmpr1p-n	Verb Type=main Aspect=progressive VForm=present Person=first Number=plural Negative=no	Ggnspm-n	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=prva število=množina nikalnost=nezanikani	3	291585	imamo/imeti, hočemo/hoteti, mamo/imeti
Vmpr1p-y	Verb Type=main Aspect=progressive VForm=present Person=first Number=plural Negative=yes	Ggnspm-d	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=prva število=množina nikalnost=zanikani	3	64446	nimamo/imeti, nočemo/hoteti, nočmo/hoteti
Vmpr1d	Verb Type=main Aspect=progressive VForm=present Person=first Number=dual	Ggnspd	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=prva število=dvojina	3495	53023	veva/vedeti, želiva/želeti, pogovarjava/pogovarjati, govoriva/govoriti, moreva/moči
Vmpr1d-n	Verb Type=main Aspect=progressive VForm=present Person=first Number=dual Negative=no	Ggnspd-n	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=prva število=dvojina nikalnost=nezanikani	4	10474	imava/imeti, hočeva/hoteti, mave/imeti, mava/imeti
Vmpr1d-y	Verb Type=main Aspect=progressive VForm=present Person=first Number=dual Negative=yes	Ggnspd-d	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=prva število=dvojina nikalnost=zanikani	2	2103	nimava/imeti, nočeva/hoteti
Vmpr2s	Verb Type=main Aspect=progressive VForm=present Person=second Number=singular	Ggnsde	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=druga število=ednina	3527	444371	veš/vedeti, moraš/morati, moreš/moči, misliš/misliti, želiš/želeti
Vmpr2s-n	Verb Type=main Aspect=progressive VForm=present Person=second Number=singular Negative=no	Ggnsde-n	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=druga število=ednina nikalnost=nezanikani	5	84259	imaš/imeti, hočeš/hoteti, maš/imeti, mas/imeti, hočš/hoteti
Vmpr2s-y	Verb Type=main Aspect=progressive VForm=present Person=second Number=singular Negative=yes	Ggnsde-d	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=druga število=ednina nikalnost=zanikani	3	24809	nimaš/imeti, nočeš/hoteti, noces/hoteti
Vmpr2p	Verb Type=main Aspect=progressive VForm=present Person=second Number=plural	Ggnsdm	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=druga število=množina	3526	805327	veste/vedeti, morate/morati, želite/želeti, potrebujete/potrebovati, mislite/misliti
Vmpr2p-n	Verb Type=main Aspect=progressive VForm=present Person=second Number=plural Negative=no	Ggnsdm-n	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=druga število=množina nikalnost=nezanikani	5	125129	imate/imeti, hočete/hoteti, imaste/imeti, hočte/hočti, maste/imeti
Vmpr2p-y	Verb Type=main Aspect=progressive VForm=present Person=second Number=plural Negative=yes	Ggnsdm-d	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=druga število=množina nikalnost=zanikani	3	23309	nimate/imeti, nočete/hoteti, nimaste/imeti
Vmpr2d	Verb Type=main Aspect=progressive VForm=present Person=second Number=dual	Ggnsdd	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=druga število=dvojina	3495	615	vesta/vedeti, sledita/slediti, živita/živeti, stojita/stati, delata/delati
Vmpr2d-n	Verb Type=main Aspect=progressive VForm=present Person=second Number=dual Negative=no	Ggnsdd-n	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=druga število=dvojina nikalnost=nezanikani	3		imata/imeti, imasta/imeti, hočeta/hoteti
Vmpr2d-y	Verb Type=main Aspect=progressive VForm=present Person=second Number=dual Negative=yes	Ggnsdd-d	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=druga število=dvojina nikalnost=zanikani	3		nočeta/hoteti, nimata/imeti, nimasta/imeti
Vmpr3s	Verb Type=main Aspect=progressive VForm=present Person=third Number=singular	Ggnste	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=tretja število=ednina	6107	13524228	mora/morati, zdi/zdeti, velja/veljati, more/moči, kaže/kazati
Vmpr3s-n	Verb Type=main Aspect=progressive VForm=present Person=third Number=singular Negative=no	Ggnste-n	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=tretja število=ednina nikalnost=nezanikani	11	1176114	ima/imeti, hoče/hoteti, ma/meti, isbn/isbnti, jj/jjti
Vmpr3s-y	Verb Type=main Aspect=progressive VForm=present Person=third Number=singular Negative=yes	Ggnste-d	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=tretja število=ednina nikalnost=zanikani	3	284948	nima/imeti, noče/hoteti, noce/hoteti
Vmpr3p	Verb Type=main Aspect=progressive VForm=present Person=third Number=plural	Ggnstm	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=tretja število=množina	4051	6909964	morajo/morati, želijo/želeti, morejo/moči, kažejo/kazati, uporabljajo/uporabljati
Vmpr3p-n	Verb Type=main Aspect=progressive VForm=present Person=third Number=plural Negative=no	Ggnstm-n	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=tretja število=množina nikalnost=nezanikani	6	644337	imajo/imeti, hočejo/hoteti, majo/meti, imas/imasti, majo/imeti
Vmpr3p-y	Verb Type=main Aspect=progressive VForm=present Person=third Number=plural Negative=yes	Ggnstm-d	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=tretja število=množina nikalnost=zanikani	2	160780	nimajo/imeti, nočejo/hoteti
Vmpr3d	Verb Type=main Aspect=progressive VForm=present Person=third Number=dual	Ggnstd	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=tretja število=dvojina	3502	529274	igrata/igrati, morata/morati, želita/želeti, živita/živeti, moreta/moči
Vmpr3d-n	Verb Type=main Aspect=progressive VForm=present Person=third Number=dual Negative=no	Ggnstd-n	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=tretja število=dvojina nikalnost=nezanikani	4	61191	imata/imeti, hočeta/hoteti, imasta/imeti, mata/imeti
Vmpr3d-y	Verb Type=main Aspect=progressive VForm=present Person=third Number=dual Negative=yes	Ggnstd-d	glagol vrsta=glavni vid=nedovršni oblika=sedanjik oseba=tretja število=dvojina nikalnost=zanikani	3	10582	nimata/imeti, nočeta/hoteti, nimasta/imeti
Vmpm1p	Verb Type=main Aspect=progressive VForm=imperative Person=first Number=plural	Ggnvpm	glagol vrsta=glavni vid=nedovršni oblika=velelnik oseba=prva število=množina	3455	38894	upajmo/upati, uživajmo/uživati, imejmo/imeti, jejmo/jesti, kuhajmo/kuhati
Vmpm1d	Verb Type=main Aspect=progressive VForm=imperative Person=first Number=dual	Ggnvpd	glagol vrsta=glavni vid=nedovršni oblika=velelnik oseba=prva število=dvojina	3455	1025	bodiva/bosti, drkajva/drkati, upajva/upati, pogovarjajva/pogovarjati, igrajva/igrati
Vmpm2s	Verb Type=main Aspect=progressive VForm=imperative Person=second Number=singular	Ggnvde	glagol vrsta=glavni vid=nedovršni oblika=velelnik oseba=druga število=ednina	3472	128867	glej/gledati, beri/brati, sodeluj/sodelovati, pazi/paziti, poslušaj/poslušati
Vmpm2p	Verb Type=main Aspect=progressive VForm=imperative Person=second Number=plural	Ggnvdm	glagol vrsta=glavni vid=nedovršni oblika=velelnik oseba=druga število=množina	3471	304301	pišite/pisati, pazite/paziti, glejte/gledati, izogibajte/izogibati, kuhajte/kuhati
Vmpm2d	Verb Type=main Aspect=progressive VForm=imperative Person=second Number=dual	Ggnvdd	glagol vrsta=glavni vid=nedovršni oblika=velelnik oseba=druga število=dvojina	3455	2313	bodita/bosti, imejta/imeti, uživajta/uživati, poslušajta/poslušati, glejta/gledati
Vmbn	Verb Type=main Aspect=biaspectual VForm=infinitive	Ggvn	glagol vrsta=glavni vid=dvovidski oblika=nedoločnik	2216	848862	videti, slišati, pomagati, upoštevati, razumeti
Vmbu	Verb Type=main Aspect=biaspectual VForm=supine	Ggvm	glagol vrsta=glavni vid=dvovidski oblika=namenilnik	2175	24961	pomagat/pomagati, videt/videti, stavit/staviti, komentirat/komentirati, razumet/razumeti
Vmbp-sm	Verb Type=main Aspect=biaspectual VForm=participle Number=singular Gender=masculine	Ggvd-em	glagol vrsta=glavni vid=dvovidski oblika=deležnik število=ednina spol=moški	2226	1114295	videl/videti, šel/iti, rodil/roditi, pomagal/pomagati, predlagal/predlagati
Vmbp-sf	Verb Type=main Aspect=biaspectual VForm=participle Number=singular Gender=feminine	Ggvd-ez	glagol vrsta=glavni vid=dvovidski oblika=deležnik število=ednina spol=ženski	2192	663376	šla/iti, videla/videti, pomagala/pomagati, rodila/roditi, zahtevala/zahtevati
Vmbp-sn	Verb Type=main Aspect=biaspectual VForm=participle Number=singular Gender=neuter	Ggvd-es	glagol vrsta=glavni vid=dvovidski oblika=deležnik število=ednina spol=srednji	2176	388682	šlo/iti, pomenilo/pomeniti, pomagalo/pomagati, videlo/videti, glasovalo/glasovati
Vmbp-pm	Verb Type=main Aspect=biaspectual VForm=participle Number=plural Gender=masculine	Ggvd-mm	glagol vrsta=glavni vid=dvovidski oblika=deležnik število=množina spol=moški	2226	985260	videli/videti, šli/iti, pomagali/pomagati, slišali/slišati, spoznali/spoznati
Vmbp-pf	Verb Type=main Aspect=biaspectual VForm=participle Number=plural Gender=feminine	Ggvd-mz	glagol vrsta=glavni vid=dvovidski oblika=deležnik število=množina spol=ženski	2173	91357	šle/iti, pomagale/pomagati, prispevale/prispevati, zahtevale/zahtevati, zaznamovale/zaznamovati
Vmbp-pn	Verb Type=main Aspect=biaspectual VForm=participle Number=plural Gender=neuter	Ggvd-ms	glagol vrsta=glavni vid=dvovidski oblika=deležnik število=množina spol=srednji	2174	51	izplačala/izplačati, bombardirala/bombardirati, financirala/financirati, sla/iti, zvračala/zvračati
Vmbp-dm	Verb Type=main Aspect=biaspectual VForm=participle Number=dual Gender=masculine	Ggvd-dm	glagol vrsta=glavni vid=dvovidski oblika=deležnik število=dvojina spol=moški	2174	48522	šla/iti, spoznala/spoznati, videla/videti, pomagala/pomagati, zahtevala/zahtevati
Vmbp-df	Verb Type=main Aspect=biaspectual VForm=participle Number=dual Gender=feminine	Ggvd-dz	glagol vrsta=glavni vid=dvovidski oblika=deležnik število=dvojina spol=ženski	2173	54	darovali/darovati, šli/iti, zvračali/zvračati, žvižgnili/žvižgniti, žvižgljali/žvižgljati
Vmbp-dn	Verb Type=main Aspect=biaspectual VForm=participle Number=dual Gender=neuter	Ggvd-ds	glagol vrsta=glavni vid=dvovidski oblika=deležnik število=dvojina spol=srednji	2173		zvračali/zvračati, žvižgnili/žvižgniti, žvižgljali/žvižgljati, žveplili/žvepliti, zvedli/zvesti
